County,Date,NewCases,NewPositiveTests,TotalTestEncounters
Kauai,10/15/20,0,0,82
Kauai,10/16/20,1,1,112
Kauai,10/17/20,0,1,135
Kauai,10/18/20,0,0,131
Kauai,10/19/20,0,0,113
Kauai,10/20/20,0,0,201
Kauai,10/21/20,0,0,109
Kauai,10/22/20,0,1,106
Kauai,10/23/20,0,0,138
Kauai,10/24/20,1,1,123
Kauai,10/25/20,0,0,161
Kauai,10/26/20,0,0,80
Kauai,10/27/20,1,1,160
Kauai,10/28/20,1,1,103
Kauai,10/29/20,1,1,125
Kauai,10/30/20,0,0,170
Kauai,10/31/20,1,2,152
Kauai,11/1/20,1,2,155
Kauai,11/2/20,1,1,75
Kauai,11/3/20,0,0,192
Kauai,11/4/20,1,4,162
Kauai,11/5/20,1,2,155
Kauai,11/6/20,2,2,160
Kauai,11/7/20,0,0,168
Kauai,11/8/20,0,2,150
Kauai,11/9/20,0,0,102
Kauai,11/10/20,3,2,223
Kauai,11/11/20,1,1,143
Kauai,11/12/20,2,3,284
Kauai,11/13/20,3,2,215
Kauai,11/14/20,2,2,138
Kauai,11/15/20,0,1,219
Kauai,11/16/20,0,0,59
Kauai,11/17/20,4,4,271
Kauai,11/18/20,1,2,177
Kauai,11/19/20,4,5,408
Kauai,11/20/20,6,7,364
Kauai,11/21/20,3,3,234
Kauai,11/22/20,1,1,147
Kauai,11/23/20,1,1,74
Kauai,11/24/20,3,3,202
Kauai,11/25/20,5,5,167
Kauai,11/26/20,1,1,168
Kauai,11/27/20,1,0,575
Kauai,11/28/20,1,2,224
Kauai,11/29/20,0,0,225
Kauai,11/30/20,1,0,100
Kauai,12/1/20,3,5,253
Kauai,12/2/20,3,2,112
Kauai,12/3/20,0,2,621
Kauai,12/4/20,0,1,163
Kauai,12/5/20,1,1,107
Kauai,12/6/20,0,0,111
Kauai,12/7/20,1,0,56
Kauai,12/8/20,2,3,138
Kauai,12/9/20,2,2,81
Kauai,12/10/20,5,6,121
Kauai,12/11/20,4,3,146
Kauai,12/12/20,0,2,498
Kauai,12/13/20,0,2,99
